"File","NEF","TIFF","Date Created","Date Modified","File Size","Image Size","Date Shot","Time Zone and Date","Image Quality","Artist","Copyright","Image Comment","Device","Lens","Focal Length","Focus Mode","AF-Area Mode","VR","AF Fine Tune","Aperture","Shutter Speed","Exposure Mode","Exposure Comp.","Exposure Tuning","Metering","ISO Sensitivity","Flash Device","Flash Sync Mode","Flash Mode","White Balance","Color Space","High ISO NR","Long Exposure NR","Active D-Lighting","Image Authentication","Vignette Control","Auto Distortion Control","Picture Control","Base","Quick Adjust","Sharpening","Contrast","Brightness","Saturation","Hue","Filter Effects","Toning","Optimize Image","Color Mode","Tone Comp.","Hue Adjustment","Saturation","Sharpening","Latitude","Longitude","Altitude","Altitude Reference","Heading","UTC","Map Datum","Scene Mode","Keywords"
"r82c5c217t","http://193.205.194.113/RAISE/NEF/r82c5c217t.NEF","http://193.205.194.113/RAISE/TIFF/r82c5c217t.TIF","9/20/2014 22:18","7/31/2014 7:16","20.3 MB","L (4928 x 3264)","16:46.6","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","32mm","AF-A","Dynamic, 21 points","ON","OFF","f/11","1/100s","Manual","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","nature; outdoor"
"rb09b5536t","http://193.205.194.113/RAISE/NEF/rb09b5536t.NEF","http://193.205.194.113/RAISE/TIFF/rb09b5536t.TIF","9/20/2014 22:18","7/31/2014 7:16","20.0 MB","L (4928 x 3264)","16:54.2","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","29mm","AF-A","Dynamic, 21 points","ON","OFF","f/11","1/100s","Manual","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","landscape; outdoor"
"r84ac4920t","http://193.205.194.113/RAISE/NEF/r84ac4920t.NEF","http://193.205.194.113/RAISE/TIFF/r84ac4920t.TIF","9/20/2014 22:18","7/31/2014 7:17","20.0 MB","L (4928 x 3264)","17:36.3","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic, 21 points","ON","OFF","f/11","1/100s","Manual","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","landscape; outdoor"
"r27c10102t","http://193.205.194.113/RAISE/NEF/r27c10102t.NEF","http://193.205.194.113/RAISE/TIFF/r27c10102t.TIF","9/20/2014 22:18","7/31/2014 7:17","19.6 MB","L (4928 x 3264)","17:42.1","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","62mm","AF-A","Dynamic, 21 points","ON","OFF","f/11","1/100s","Manual","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","landscape; outdoor"
"r1ee65904t","http://193.205.194.113/RAISE/NEF/r1ee65904t.NEF","http://193.205.194.113/RAISE/TIFF/r1ee65904t.TIF","9/20/2014 22:18","7/31/2014 7:18","20.7 MB","L (4928 x 3264)","18:55.2","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic, 21 points","ON","OFF","f/11","1/100s","Manual","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","nature; outdoor"
"r09488b39t","http://193.205.194.113/RAISE/NEF/r09488b39t.NEF","http://193.205.194.113/RAISE/TIFF/r09488b39t.TIF","9/20/2014 22:18","7/31/2014 7:19","20.5 MB","L (4928 x 3264)","19:38.6","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic, 21 points","ON","OFF","f/11","1/100s","Manual","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","landscape; outdoor"
"rc709178ft","http://193.205.194.113/RAISE/NEF/rc709178ft.NEF","http://193.205.194.113/RAISE/TIFF/rc709178ft.TIF","9/20/2014 22:19","7/31/2014 7:20","20.7 MB","L (4928 x 3264)","20:58.4","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic, 21 points","ON","OFF","f/13","1/100s","Manual","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","landscape; outdoor"
"r0edb165ft","http://193.205.194.113/RAISE/NEF/r0edb165ft.NEF","http://193.205.194.113/RAISE/TIFF/r0edb165ft.TIF","9/20/2014 22:19","7/31/2014 7:21","20.7 MB","L (4928 x 3264)","21:02.6","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic, 21 points","ON","OFF","f/13","1/100s","Manual","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","landscape; outdoor"
"rc8f3a7d8t","http://193.205.194.113/RAISE/NEF/rc8f3a7d8t.NEF","http://193.205.194.113/RAISE/TIFF/rc8f3a7d8t.TIF","9/20/2014 22:19","7/31/2014 7:21","20.2 MB","L (4928 x 3264)","21:10.6","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","56mm","AF-A","Dynamic, 21 points","ON","OFF","f/13","1/100s","Manual","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","landscape; outdoor"
"r5905acdct","http://193.205.194.113/RAISE/NEF/r5905acdct.NEF","http://193.205.194.113/RAISE/TIFF/r5905acdct.TIF","9/20/2014 22:19","7/31/2014 7:23","20.2 MB","L (4928 x 3264)","23:13.1","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","50mm","AF-A","Dynamic, 21 points","ON","OFF","f/13","1/100s","Manual","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","nature; outdoor"
"rc7fe318dt","http://193.205.194.113/RAISE/NEF/rc7fe318dt.NEF","http://193.205.194.113/RAISE/TIFF/rc7fe318dt.TIF","9/20/2014 22:19","7/31/2014 7:23","20.9 MB","L (4928 x 3264)","23:27.9","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic, 21 points","ON","OFF","f/13","1/100s","Manual","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","landscape; outdoor"
"r3d1cb2e6t","http://193.205.194.113/RAISE/NEF/r3d1cb2e6t.NEF","http://193.205.194.113/RAISE/TIFF/r3d1cb2e6t.TIF","9/20/2014 22:20","7/31/2014 7:25","19.0 MB","L (4928 x 3264)","25:34.9","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","26mm","AF-A","Dynamic, 21 points","ON","OFF","f/16","1/100s","Manual","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","landscape; outdoor"
"rc0804248t","http://193.205.194.113/RAISE/NEF/rc0804248t.NEF","http://193.205.194.113/RAISE/TIFF/rc0804248t.TIF","9/20/2014 22:20","7/31/2014 7:25","20.9 MB","L (4928 x 3264)","25:44.5","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic, 21 points","ON","OFF","f/16","1/100s","Manual","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","landscape; outdoor"
"r58b0f52at","http://193.205.194.113/RAISE/NEF/r58b0f52at.NEF","http://193.205.194.113/RAISE/TIFF/r58b0f52at.TIF","9/20/2014 22:20","7/31/2014 7:26","22.7 MB","L (4928 x 3264)","26:50.6","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","52mm","AF-A","Dynamic, 21 points","ON","OFF","f/16","1/100s","Manual","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","nature; outdoor"
"r24676146t","http://193.205.194.113/RAISE/NEF/r24676146t.NEF","http://193.205.194.113/RAISE/TIFF/r24676146t.TIF","9/20/2014 22:21","7/31/2014 7:33","21.3 MB","L (4928 x 3264)","33:17.0","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","82mm","AF-A","Dynamic, 21 points","ON","OFF","f/13","1/100s","Manual","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","landscape; outdoor"
"rf353a89et","http://193.205.194.113/RAISE/NEF/rf353a89et.NEF","http://193.205.194.113/RAISE/TIFF/rf353a89et.TIF","9/20/2014 22:21","7/31/2014 7:33","21.8 MB","L (4928 x 3264)","33:32.1","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","46mm","AF-A","Dynamic, 21 points","ON","OFF","f/13","1/100s","Manual","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","landscape; outdoor"
"rb1aedbf2t","http://193.205.194.113/RAISE/NEF/rb1aedbf2t.NEF","http://193.205.194.113/RAISE/TIFF/rb1aedbf2t.TIF","9/20/2014 22:21","7/31/2014 7:33","20.8 MB","L (4928 x 3264)","33:53.9","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","42mm","AF-A","Dynamic, 21 points","ON","OFF","f/11","1/125s","Manual","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","nature; outdoor"
"r6bbd1634t","http://193.205.194.113/RAISE/NEF/r6bbd1634t.NEF","http://193.205.194.113/RAISE/TIFF/r6bbd1634t.TIF","9/20/2014 22:21","7/31/2014 7:35","20.7 MB","L (4928 x 3264)","35:13.1","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","20mm","AF-A","Dynamic, 21 points","ON","OFF","f/11","1/125s","Manual","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","landscape; outdoor"
"r2c9d6cb7t","http://193.205.194.113/RAISE/NEF/r2c9d6cb7t.NEF","http://193.205.194.113/RAISE/TIFF/r2c9d6cb7t.TIF","9/20/2014 22:21","7/31/2014 7:36","19.7 MB","L (4928 x 3264)","36:03.4","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic, 21 points","ON","OFF","f/11","1/160s","Manual","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","landscape; outdoor"
"rbf768b40t","http://193.205.194.113/RAISE/NEF/rbf768b40t.NEF","http://193.205.194.113/RAISE/TIFF/rbf768b40t.TIF","9/20/2014 22:22","7/31/2014 7:36","20.9 MB","L (4928 x 3264)","36:31.8","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic, 21 points","ON","OFF","f/9","1/160s","Manual","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","landscape; outdoor"
"rcede3560t","http://193.205.194.113/RAISE/NEF/rcede3560t.NEF","http://193.205.194.113/RAISE/TIFF/rcede3560t.TIF","9/20/2014 22:22","7/31/2014 7:41","21.9 MB","L (4928 x 3264)","41:56.4","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic, 21 points","ON","OFF","f/9","1/80s","Aperture Priority","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","nature; outdoor"
"r595d5d8ct","http://193.205.194.113/RAISE/NEF/r595d5d8ct.NEF","http://193.205.194.113/RAISE/TIFF/r595d5d8ct.TIF","9/20/2014 22:23","7/31/2014 7:41","21.5 MB","L (4928 x 3264)","41:58.7","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","42mm","AF-A","Dynamic, 21 points","ON","OFF","f/9","1/100s","Aperture Priority","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","landscape; outdoor"
"r1372056ct","http://193.205.194.113/RAISE/NEF/r1372056ct.NEF","http://193.205.194.113/RAISE/TIFF/r1372056ct.TIF","9/20/2014 22:23","7/31/2014 7:42","20.5 MB","L (4928 x 3264)","42:29.0","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic, 21 points","ON","OFF","f/9","1/200s","Aperture Priority","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","landscape; outdoor"
"ra0401330t","http://193.205.194.113/RAISE/NEF/ra0401330t.NEF","http://193.205.194.113/RAISE/TIFF/ra0401330t.TIF","9/20/2014 22:23","7/31/2014 7:42","21.1 MB","L (4928 x 3264)","42:40.0","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","36mm","AF-A","Dynamic, 21 points","ON","OFF","f/9","1/100s","Aperture Priority","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","nature; outdoor"
"r2ab42705t","http://193.205.194.113/RAISE/NEF/r2ab42705t.NEF","http://193.205.194.113/RAISE/TIFF/r2ab42705t.TIF","9/20/2014 22:23","7/31/2014 7:43","22.0 MB","L (4928 x 3264)","43:12.2","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic, 21 points","ON","OFF","f/9","1/80s","Aperture Priority","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","landscape; outdoor"
"rd1325844t","http://193.205.194.113/RAISE/NEF/rd1325844t.NEF","http://193.205.194.113/RAISE/TIFF/rd1325844t.TIF","9/20/2014 22:23","7/31/2014 7:47","17.8 MB","L (4928 x 3264)","47:20.2","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic, 21 points","ON","OFF","f/13","1/60s","Manual","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","landscape; outdoor"
"r26c3ec0ct","http://193.205.194.113/RAISE/NEF/r26c3ec0ct.NEF","http://193.205.194.113/RAISE/TIFF/r26c3ec0ct.TIF","9/20/2014 22:24","7/31/2014 7:47","19.4 MB","L (4928 x 3264)","47:41.3","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","60mm","AF-A","Dynamic, 21 points","ON","OFF","f/13","1/60s","Manual","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","nature; outdoor"
"r9d82e732t","http://193.205.194.113/RAISE/NEF/r9d82e732t.NEF","http://193.205.194.113/RAISE/TIFF/r9d82e732t.TIF","9/20/2014 22:24","7/31/2014 7:47","19.9 MB","L (4928 x 3264)","47:45.6","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","60mm","AF-A","Dynamic, 21 points","ON","OFF","f/11","1/100s","Manual","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","nature; outdoor"
"r29e81c01t","http://193.205.194.113/RAISE/NEF/r29e81c01t.NEF","http://193.205.194.113/RAISE/TIFF/r29e81c01t.TIF","9/20/2014 22:25","7/31/2014 7:50","20.0 MB","L (4928 x 3264)","50:23.5","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","20mm","AF-A","Dynamic, 21 points","ON","OFF","f/10","1/100s","Manual","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","nature; outdoor"
"r2068a9f5t","http://193.205.194.113/RAISE/NEF/r2068a9f5t.NEF","http://193.205.194.113/RAISE/TIFF/r2068a9f5t.TIF","9/20/2014 22:25","7/31/2014 7:51","20.2 MB","L (4928 x 3264)","51:30.2","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic, 21 points","ON","OFF","f/10","1/100s","Manual","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","landscape; outdoor"
"r0809811bt","http://193.205.194.113/RAISE/NEF/r0809811bt.NEF","http://193.205.194.113/RAISE/TIFF/r0809811bt.TIF","9/20/2014 22:25","7/31/2014 7:52","19.2 MB","L (4928 x 3264)","52:16.5","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic, 21 points","ON","OFF","f/13","1/100s","Manual","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","landscape; outdoor"
"rc6258992t","http://193.205.194.113/RAISE/NEF/rc6258992t.NEF","http://193.205.194.113/RAISE/TIFF/rc6258992t.TIF","9/20/2014 22:25","7/31/2014 7:52","18.8 MB","L (4928 x 3264)","52:53.7","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","31mm","AF-A","Dynamic, 21 points","ON","OFF","f/13","1/100s","Manual","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","nature; outdoor"
"r9eb4622et","http://193.205.194.113/RAISE/NEF/r9eb4622et.NEF","http://193.205.194.113/RAISE/TIFF/r9eb4622et.TIF","9/20/2014 22:25","7/31/2014 7:52","19.2 MB","L (4928 x 3264)","52:59.1","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","44mm","AF-A","Dynamic, 21 points","ON","OFF","f/13","1/100s","Manual","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","nature; outdoor"
"r6958b886t","http://193.205.194.113/RAISE/NEF/r6958b886t.NEF","http://193.205.194.113/RAISE/TIFF/r6958b886t.TIF","9/20/2014 22:25","7/31/2014 7:53","19.9 MB","L (4928 x 3264)","53:11.3","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","44mm","AF-A","Dynamic, 21 points","ON","OFF","f/10","1/100s","Manual","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","nature; outdoor; people"
"r6d300634t","http://193.205.194.113/RAISE/NEF/r6d300634t.NEF","http://193.205.194.113/RAISE/TIFF/r6d300634t.TIF","9/20/2014 22:25","7/31/2014 7:53","20.0 MB","L (4928 x 3264)","53:13.4","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","44mm","AF-A","Dynamic, 21 points","ON","OFF","f/10","1/100s","Manual","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","nature; outdoor"
"r8e1997bat","http://193.205.194.113/RAISE/NEF/r8e1997bat.NEF","http://193.205.194.113/RAISE/TIFF/r8e1997bat.TIF","9/20/2014 22:26","7/31/2014 7:54","19.7 MB","L (4928 x 3264)","54:02.7","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic, 21 points","ON","OFF","f/10","1/100s","Manual","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","landscape; outdoor"
"r46435070t","http://193.205.194.113/RAISE/NEF/r46435070t.NEF","http://193.205.194.113/RAISE/TIFF/r46435070t.TIF","9/20/2014 22:26","7/31/2014 7:54","20.3 MB","L (4928 x 3264)","54:05.8","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic, 21 points","ON","OFF","f/10","1/100s","Manual","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","landscape; outdoor"
"r84b3fb5et","http://193.205.194.113/RAISE/NEF/r84b3fb5et.NEF","http://193.205.194.113/RAISE/TIFF/r84b3fb5et.TIF","9/20/2014 22:26","7/31/2014 7:55","19.5 MB","L (4928 x 3264)","55:38.5","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Dynamic, 21 points","ON","OFF","f/11","1/100s","Manual","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[SD] STANDARD","[SD] STANDARD","-","6","1","1","1","1","","","","","","","","","","","","","","","","","landscape; outdoor"
